1e-05		0.9646223	1.6403243	6.8754284	12.7291495
0.05001	0.8625295	1.8321437	8.3484183	15.5813252
0.10001	0.8845678	2.0007205	9.6877358	18.1831823
0.15001	1.0067043	2.1577291	10.9397915	20.558398
0.20001	0.9232606	2.3005305	12.116004	22.9348297
0.25001	0.9427127	2.4328491	13.2683778	25.0560578
0.30001	0.954884	2.5582865	14.2722046	27.0859968
0.35001	0.9682992	2.6676268	15.2840433	29.0132334
0.40001	1.0433147	2.778666	16.1316288	30.615261
0.45001	1.0319547	2.8766921	17.0584064	32.3523718
0.50001	1.0008213	2.9707334	17.6121552	33.8057322
0.55001	1.0180947	3.059506	18.4067315	35.1121265
0.60001	1.0330648	3.132468	19.0211572	36.3873471
0.65001	1.0227953	3.1930413	19.4401787	37.1939672
0.70001	1.0252874	3.2487124	19.9947332	38.1340608
0.75001	1.02926319	3.2941387	20.3248907	38.9946524
0.80001	1.0325424	3.3194576	20.7335646	39.6728722
0.85001	1.0320091	3.348898	20.8998319	40.2093534
0.90001	1.0319486	3.3767897	21.0651491	40.5064275
0.95001	1.0318726	3.3864008	21.2989225	40.7675271
